site_name,town,county,permit_type,activity,status,latitude,longitude,permit_regime
Vauxplus,Caerleon,Newport,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,51.619931738859435,-2.9599313475433133,Waste
Pengarnddu Ind Est Transfer Station,Merthyr Tydfil,,Bespoke,A09: Hazardous waste transfer station,Effective,51.771509849268675,-3.33792223582868,Waste
Brindley Road,Cardiff,Glamorgan,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.45882413912266,-3.200362667650746,Waste
Bulky Waste Recycling Centre,Ystradgynlais,Powys,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.78910750121215,-3.7810497129443794,Waste
The Waste Transfer Station,Bridgend,Glamorgan,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.51150202661536,-3.6715393957480416,Waste
The Lodge,Cowbridge,Vale Of Glamorg,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.468325972405324,-3.464797918837573,Waste
European Metal Recycling Ltd,Cardiff,Glamorgan,Standard,S0821: SR2008 No21 : Metal recycling site,Effective,51.47013084456603,-3.148828738463493,Waste
Swansea Baling Plant,Swansea,,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,51.65815123493586,-3.919925014244213,Waste
Recycling and Recovery Facility,Neath,,Bespoke,"A11: Household, commercial and industrial waste transfer Stn",Effective,51.65258364475261,-3.837982905086759,Waste
UK Salvage Car Parts Ltd,Tonypandy,Rhondda Cynon Taf,Standard,SR/21: SR2011 No3: Vehicle Depollution Facility <5000 tpa,Effective,51.63035065597256,-3.4527464722559222,Waste
RDA Recycling Ltd,Risca,Newport,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,51.60362174157969,-3.0953903032003085,Waste
Rhuddlan Bach Quarry Landfill Site,Brynteg,Anglesey,Bespoke,L05: Inert Landfill,Effective,53.302270010259384,-4.27533859041127,Waste
Gibbon Equipment Hire Ltd,Blackwood,Caerphilly,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.65773784159556,-3.243026716433011,Waste
Weighbridge Yard,Aberdare,R C T,Bespoke,"A11: Household, commercial and industrial waste transfer Stn",Effective,51.70763737474788,-3.423236208361706,Waste
Flintspeed Car & Commercial Dismantlers,Holywell,Flintshire,Bespoke,A19: Metal Recycling Site (Vehicle Dismantler),Effective,53.29480701536862,-3.220762605688918,Waste
East Moors Waste Transfer Station,Cardiff,Cardiff,Bespoke,"A11: Household, commercial and industrial waste transfer Stn",Effective,51.47465378185569,-3.1588775729714005,Waste
Phoenix House,Swansea,,Standard,S0809: SR2008 No9 : Asbestos Waste Transfer Station,Effective,51.66882699386282,-4.025772750066215,Waste
Paperback Collection & Recycling Ltd,Deeside,Clwyd,Bespoke,A16: Physical Treatment Facility,Effective,53.22450857751897,-3.0181030822153154,Waste
G P Motorcycles,Pontypridd,R C T,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,51.595362163747765,-3.348864977247941,Waste
Pyle Community Recycling Centre,Bridgend,Bridgend,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,51.524404391249554,-3.681713413539768,Waste
MJ Rubbish Removals Ltd,Newport,Newport,Standard,S0801: SR2008 No1 : HCI Waste Transfer Station,Effective,51.624416578551916,-2.9612683723909283,Waste
Merthyr Borough Recycling Centre Ltd-transfer Station,Merthyr Tydfil,Glamorgan,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.770553891468474,-3.3350098451161996,Waste
Unit 1- Crugmore Farm,Cardigan,Ceredigion,Bespoke,A16: Physical Treatment Facility,Effective,52.09417021414923,-4.624790574590682,Waste
Cae Uchaf Farm,Menai Bridge,Anglesey,Bespoke,A16: Physical Treatment Facility,Effective,53.249830547702196,-4.194619386839623,Waste
Plas Madoc Household Waste Recycling Centre,Wrexham,Clwyd,Bespoke,A13: Household Waste Amenity Site,Effective,52.98253987695185,-3.05531624959671,Waste
Llechwedd Quarry,,Gwynedd,Standard,S0811: SR2008 No11 : Inert & excavation Waste TS + treatment,Effective,53.001313368713745,-3.934933815710786,Waste
Cwrt Y Plyffin Landfill,Brecon,Powys,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.978764086071315,-3.317910453722064,Waste
S L Recycling Ltd,Hengoed,Caerphilly,Bespoke,A19: Metal Recycling Site (Vehicle Dismantler),Effective,51.660512656940206,-3.246760481401885,Waste
Rhuddlan Bach Quarry Landfill Site,Brynteg,Anglesey,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,53.302270010259384,-4.27533859041127,Waste
Parc Gwynfryn Recycling Centre,Crymych,Pembrokeshire,Standard,"SR/07: SR2010 No7: Use of waste in construction <50,000 tpa",Effective,51.978772394144535,-4.638889897419916,Waste
Coomb Farm,Carmarthen,Carmarthenshire,Standard,SR2018No11: SR2018 no11 on-farm anerobic digestion facility,Effective,51.802366049461064,-4.410202383961897,Waste
Brynna Scrapyard,Pontyclun,R C T,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,51.548149277032174,-3.4546546356667345,Waste
Swansea Drydocks Ltd,Swansea,,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,51.611973812613755,-3.9222072637647165,Waste
Llantrisant Community Recycling Centre,Llantrisant,,Bespoke,A13: Household Waste Amenity Site,Effective,51.55638617802531,-3.384797733544845,Waste
Cambrian Autoparts Northwest Limited,Rhyl,Denbighshire,Bespoke,A19: Metal Recycling Site (Vehicle Dismantler),Effective,53.31167734670137,-3.497816450674087,Waste
Bryn Lane Civic Amenity Site,Wrexham,,Bespoke,A13: Household Waste Amenity Site,Effective,53.04487472041353,-2.912849913443031,Waste
Hafod Yard Transfer Station,Wrexham,,Bespoke,"A11: Household, commercial and industrial waste transfer Stn",Effective,53.01048197027048,-3.028364671833535,Waste
The Old Forge,Neath,West Glamorgan,Standard,SR/20: SR2011 No2: Metal Recycling Site <25000 tpa,Effective,51.65982192960442,-3.825335526163064,Waste
Unit 12F,Barry,,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.398365874724675,-3.2473231379005356,Waste
Diggers Dismantlers,Cardiff,Glamorgan,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,51.47573942502353,-3.136154425805391,Waste
Maes Mynan Quarry,Mold,Clwyd,Bespoke,A25: Deposit of waste to land as a recovery operation,Effective,53.237757608691105,-3.317282569375716,Waste
Brecon Recycling Centre,Brecon,Powys,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,51.93986052561493,-3.412318395326156,Waste
Gwrtaith Gwynedd,Pwllheli,Gwynedd,Bespoke,A22: Composting Facility,Effective,52.91412732072606,-4.296936020218643,Waste
Globe Way Recycling Park,Buckley,Flintshire,Bespoke,A13: Household Waste Amenity Site,Effective,53.1767390127753,-3.0664515179322476,Waste
Greenfield Recycling Park,Greenfield,Flintshire,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,53.28485435808253,-3.190688363185223,Waste
Fred Lloyd & Sons Ltd,Pontypool,Gwent,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.69360016129466,-3.016453585148093,Waste
BAE Systems Global Combat Systems Munitions,Usk,Monmouthshire,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,51.70123279881897,-2.9410599338192664,Waste
Lelo Metal Recycling Ltd,Corwen,Denbighshire,Bespoke,A19: Metal Recycling Site (Vehicle Dismantler),Effective,53.03262768713895,-3.393414127000707,Waste
Pantile Autos,Tonypandy,R C T,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,51.59926650596286,-3.4373299372345536,Waste
Bwlch Gwyn Quarry,,Anglesey,Standard,"SR/12: SR2010 No12: Treatment of waste to produce soil <75,000 tpa",Effective,53.23034775769785,-4.277484855913926,Waste
David Neil,Abergele,Conwy,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,53.19871528729091,-3.744696573530789,Waste
Cwmbran Glass Recovery Facility,Cwmbran,,Bespoke,A16: Physical Treatment Facility,Effective,51.65678276527426,-3.0397426331665347,Waste
Cwmbran Glass Recovery Facility,Cwmbran,,Bespoke,A16: Physical Treatment Facility,Effective,51.65678276527426,-3.0397426331665347,Waste
Treforest Transfer Station,Pontypridd,R C T,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.56635515903392,-3.2838738121803694,Waste
Vale of Glamorgan Resource Recovery Facility,Barry,Vale of Glamorgan,Bespoke,A09: Hazardous waste transfer station,Effective,51.3978719456124,-3.2464184617191676,Waste
The Lodge,Cowbridge,Vale Of Glamorg,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.468325972405324,-3.464797918837573,Waste
Bessemer Close Household And Commercial Waste Recycling Centre,Cardiff,Glamorgan,Bespoke,A13: Household Waste Amenity Site,Effective,51.4587205544294,-3.210435655199203,Waste
Gwynedd Council,Dolgellau,Gwynedd,Bespoke,A13: Household Waste Amenity Site,Effective,52.74646434304992,-3.8777350350104003,Waste
P Dobbins Chester Ltd,Saltney,Flintshire,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,53.17851324487341,-2.945820393280779,Waste
Sp Power Systems,Bangor,Gwynedd,Bespoke,"A11: Household, commercial and industrial waste transfer Stn",Effective,53.21043575211483,-4.18029411175516,Waste
Cillefwr Depot,Carmarthen,Carmarthenshire,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.847380436170184,-4.329191730833966,Waste
Flintspeed Car & Commercial Dismantlers,Holywell,Flintshire,Bespoke,A19: Metal Recycling Site (Vehicle Dismantler),Effective,53.29480701536862,-3.220762605688918,Waste
Cole Contractors Cardiff,Cardiff,Cardiff,Bespoke,A16: Physical Treatment Facility,Effective,51.46802850880284,-3.2033252489860895,Waste
Bulky Waste Recycling Centre,Ystradgynlais,Powys,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.78910750121215,-3.7810497129443794,Waste
Jensons Metals,Pembroke Dock,Pembrokeshire,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,51.695854644439656,-4.956293158499488,Waste
Lovatt Brothers,Montgomery,Powys,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,52.52051294583643,-3.2187681870444234,Waste
Dow Corning Ltd,Barry,Glamorgan,Bespoke,A07: Industrial Waste Landfill (Factory curtilage),Effective,51.4090949982772,-3.2446388296415942,Waste
Jayplas,Swansea,Swansea,Bespoke,A15: Material Recycling Treatment Facility,Effective,51.67817281686009,-4.033943027841067,Waste
Gwalchmai Civic Amenity Site,Holyhead,Ynys Mon,Bespoke,A09: Hazardous waste transfer station,Effective,53.260381332233315,-4.42887431753649,Waste
Alltami Depot,Alltami,Flintshire,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,53.18753336476998,-3.0894977318776484,Waste
LAS Waste Ltd.,Lampeter,Ceredigion,Bespoke,"A11: Household, commercial and industrial waste transfer Stn",Effective,52.121411723503975,-4.078011150869719,Waste
Gwrthwynt Waste Transfer Station,Newcastle Emlyn,Ceredigion,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,52.09263366525518,-4.499448505074015,Waste
Brecon Transfer Station - Cwrt Y Plyffin,Brecon,Powys,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.97526879800102,-3.3249126576829884,Waste
Rees Metals,Llanelli,Carmarthenshire,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,51.67254615342644,-4.106714549949211,Waste
Waterston Car Breakers,Milford Haven,Pembrokeshire,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,51.71217697103028,-4.986560255145457,Waste
Tondu Waste Transfer Station,Bridgend,Glamorgan,Standard,S0803: SR2008 No3 : HCI Waste TS + treatment,Effective,51.550229361113296,-3.5955199682114003,Waste
Pwllheli Civic Amenity Site,Pwllheli,Gwynedd,Bespoke,A13: Household Waste Amenity Site,Effective,52.89145727590193,-4.402032398807516,Waste
Biodegradeable Waste Transfer Station,Ammanford,Carmarthenshire,Standard,S0805: SR2008 No5 : HCI Waste TS + asbestos,Effective,51.791577431629875,-3.9838957735564198,Waste
Penrhyndeudraeth Works,Penrhyndeudraeth,Gwynedd,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,52.9278622606223,-4.057821390501133,Waste
Derwen Aggregates Ltd,Neath,West Glam,Bespoke,A16: Physical Treatment Facility,Effective,51.65341273288742,-3.83729363228961,Waste
Hangar 208,Barry,Vale of Glamorgan,Bespoke,A19: Metal Recycling Site (Vehicle Dismantler),Effective,51.40965302734521,-3.4414972894898455,Waste
Entrec Ltd,Wrexham,,Bespoke,A19: Metal Recycling Site (Vehicle Dismantler),Effective,53.03870644583363,-2.9223691026175413,Waste
Astbury (Rossett) Landfill,Wrexham,,Bespoke,"A04: Household, Commercial & Industrial Waste Landfill",Effective,53.10411891929517,-3.0059812076833983,Waste
Tollgate House,Llandough,Glamorgan,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.455824574710114,-3.1999961066182703,Waste
A J Recycling Ltd,Boncath,Pembrokeshire,Bespoke,A15: Material Recycling Treatment Facility,Effective,52.01019298511408,-4.667262412102355,Waste
New Vale HWRC,Ebbw Vale,Blaenau Gwent,Bespoke,A13: Household Waste Amenity Site,Effective,51.78752269431256,-3.2250475189236374,Waste
Moorland Environmental Ltd,Cardiff,South Glamorgan,Standard,S0805: SR2008 No5 : HCI Waste TS + asbestos,Effective,51.478932495859276,-3.148056313647611,Waste
Treherbert Community Recycling Centre,Treorchy,Rhondda Cynon Taff,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,51.670755553556255,-3.5316533633631106,Waste
Bethel Construction Ltd,Swansea,Mid Glam,Standard,"SR/09: SR2010 No9: Use of waste for reclamation etc <50,000 tpa",Effective,51.66006846130421,-3.891001941474865,Waste
Whitehall Landfill,Cardiff,Glamorgan,Bespoke,L05: Inert Landfill,Effective,51.45267168102088,-3.272161250844042,Waste
New Horizon Biofuel and Animal  Bedding Co Ltd,Wrexham,Wrexham,Bespoke,A16: Physical Treatment Facility,Effective,53.00072534429567,-3.036984120269616,Waste
Williams Plant Hire Ltd,Newtown,Powys,Bespoke,A16: Physical Treatment Facility,Effective,52.53325861310254,-3.2636001960674923,Waste
Gofer Bulking Station,Abergele,Conwy,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,53.28460303666699,-3.5462214969466195,Waste
Bayliss Metals,Bridgend,Bridgend,Bespoke,A19: Metal Recycling Site (Vehicle Dismantler),Effective,51.50226781756062,-3.560561179958906,Waste
Lamby Way Depot,Cardiff,Glamorgan,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,51.49810077787642,-3.1241771191521597,Waste
Pencefnarda Quarry,Swansea,West Glamorgan,Bespoke,A25: Deposit of waste to land as a recovery operation,Effective,51.6807592766161,-4.055308882959502,Waste
Argoed Farm AD Facility,Caersws,Powys,Standard,"S1210: SR2012 No10: On-farm AD facility using farm wastes only, <100t per day",Effective,52.50901293079731,-3.4876852575827155,Waste
Land Adjacent to Ty Newydd,Llanelli,,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.7846790460267,-4.063858178853867,Waste
Withyhedge Material Recycling Facility,Haverfordwest,Pembrokeshire,Bespoke,A15: Material Recycling Treatment Facility,Effective,51.84261159374655,-4.957193440147648,Waste
Derwen Aggregates Ltd,Neath,West Glam,Bespoke,A16: Physical Treatment Facility,Effective,51.65341273288742,-3.83729363228961,Waste
Tredegar Quarry Complex,Tredegar,Blaenau Gwent,Standard,S0908: SR2009 No8: Management of inert extractive waste at mines and quarries,Effective,51.82473832216785,-3.3093174228182827,Waste
Wastesavers Resource Centre,Newport,Newport,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.57106999098194,-2.981829322003565,Waste
7 Steel Swansea Scrap Yard,Swansea,Swansea,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,51.61462748711555,-3.91775502382158,Waste
Brecon Transfer Station - Cwrt Y Plyffin,Brecon,Powys,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.97526879800102,-3.3249126576829884,Waste
Events Parking Area,Ganllwyd,Gwynedd,Bespoke,A25: Deposit of waste to land as a recovery operation,Effective,52.83158027738374,-3.901994775935693,Waste
Plot 57 Brynmenyn Ind Est,Bridgend,Glamorgan,Standard,S0803: SR2008 No3 : HCI Waste TS + treatment,Effective,51.549603701450316,-3.5806278916314955,Waste
Pembrokeshire Eco Park,Milford Haven,Pembrokeshire,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,51.742907153803756,-5.057927429558994,Waste
Heads Of The Valley Salvage Limited,Merthyr Tydfil,,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,51.770573213920954,-3.336474213367894,Waste
"Biogenie Wastewater Treatment Plant, Glan Llyn, St Modwen Development Site",Newport,Newport,Bespoke,A17: Physico-Chemical Treatment Facility,Effective,51.57280302275644,-2.9199925197655276,Waste
Hafod Yard Transfer Station,Wrexham,,Bespoke,A19: Metal Recycling Site (Vehicle Dismantler),Effective,53.01048197027048,-3.028364671833535,Waste
Abba Scrap,Merthyr Tydfil,Glamorgan,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,51.770531565831476,-3.3361831221233227,Waste
Former Morlais Colliery,Llanelli,Carmarthenshire,Bespoke,A16: Physical Treatment Facility,Effective,51.703234731797046,-4.064866577016646,Waste
New Horizon Plastics Co Ltd,Flint,Flintshire,Bespoke,A16: Physical Treatment Facility,Effective,53.253396471639604,-3.1349240977730517,Waste
Gwrtaith Gwynedd,Pwllheli,Gwynedd,Bespoke,A22: Composting Facility,Effective,52.91412732072606,-4.296936020218643,Waste
Pwllheli Civic Amenity Site,Pwllheli,Gwynedd,Bespoke,A13: Household Waste Amenity Site,Effective,52.89145727590193,-4.402032398807516,Waste
Vauxplus,Caerleon,Newport,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,51.619931738859435,-2.9599313475433133,Waste
Glan Yr Afon Civic Amenity Site,Aberystwyth,Ceredigion,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,52.401316728353144,-4.047615571719817,Waste
Wernddu Civic Amenity And Transfer Station,Ammanford,Carmarthenshire,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.81996781828778,-3.9639729939384853,Waste
Croes Cwtta Landfill Site,St Brides Major,Bridgend,Bespoke,A05: Landfill taking Non-Biodegradeable Wastes,Effective,51.46113998260239,-3.5637351921509466,Waste
Plot 15 Hawarden Industrial Estate,Deeside,Flintshire,Bespoke,A09: Hazardous waste transfer station,Effective,53.17612543670845,-2.991820710674716,Waste
Swansea Baling Plant,Swansea,,Bespoke,A16: Physical Treatment Facility,Effective,51.65815123493586,-3.919925014244213,Waste
Glanyrafon Depot,Aberystwyth,Ceredigion,Bespoke,"A11: Household, commercial and industrial waste transfer Stn",Effective,52.40406613334658,-4.037849028123627,Waste
L C C Wales Ltd,Aberdare,R C T,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.747473334148594,-3.551601758483723,Waste
Cillefwr Depot,Carmarthen,Carmarthenshire,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.847380436170184,-4.329191730833966,Waste
Longships Road,Cardiff,S Glamorgan,Bespoke,A14: Transfer Station taking Non-Biodegradable Wastes,Effective,51.45965842892306,-3.1475869136945476,Waste
New Lodge Farm,Llanelli,,Bespoke,A16: Physical Treatment Facility,Effective,51.76827650576356,-4.0689940420251345,Waste
Waterton Depot,Bridgend,Glamorgan,Bespoke,A14: Transfer Station taking Non-Biodegradable Wastes,Effective,51.49743259693981,-3.5433818767489584,Waste
Unit 11 & The Old Engine House,Swansea,Swansea,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.65902211919509,-3.917258116758681,Waste
Gwalchmai Civic Amenity Site,Holyhead,Ynys Mon,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,53.260381332233315,-4.42887431753649,Waste
Roseheyworth Household Waste Recycling Centre,Abertillery,Blaenau Gwent,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,51.74446051626953,-3.15325565025239,Waste
Paperback Collection & Recycling Ltd,Deeside,Clwyd,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,53.22450857751897,-3.0181030822153154,Waste
Greenacres Skip Hire,Fishguard,Pembrokeshire,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.97216751942795,-5.006801324084675,Waste
Roseheyworth Household Waste Recycling Centre,Abertillery,Blaenau Gwent,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,51.74446051626953,-3.15325565025239,Waste
Waterton Depot,Bridgend,Glamorgan,Bespoke,A14: Transfer Station taking Non-Biodegradable Wastes,Effective,51.49743259693981,-3.5433818767489584,Waste
1 Acre Farm,Holywell,,Standard,S0820: SR2008 No20 : Vehicle depollution facility (ATF),Effective,53.244802766396894,-3.1947012183909345,Waste
Vauxplus,Caerleon,Newport,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,51.619931738859435,-2.9599313475433133,Waste
Fordpad Scrap,Neath,N P T,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,51.65437633509802,-3.8117442079227666,Waste
Atlantic Auto Salvage Ltd,Cardiff,,Standard,SR/21: SR2011 No3: Vehicle Depollution Facility <5000 tpa,Effective,51.47273054532169,-3.2353844043858224,Waste
Caergylchu Waste Management Facility,Caernarfon,Gwynedd,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,53.14107862200739,-4.243331050389655,Waste
Longlife Spares,Llanbradach,Caerphilly,Bespoke,A19: Metal Recycling Site (Vehicle Dismantler),Effective,51.60938785824782,-3.2320728410489625,Waste
Mochdre Civic Amenity Site,Colwyn Bay,Conwy,Bespoke,A13: Household Waste Amenity Site,Effective,53.29811027756282,-3.75925045626846,Waste
Vale of Glamorgan Resource Recovery Facility,Barry,Vale of Glamorgan,Bespoke,A09: Hazardous waste transfer station,Effective,51.3978719456124,-3.2464184617191676,Waste
Cwmrhydyceirw Quarry,Swansea,,Bespoke,"A04: Household, Commercial & Industrial Waste Landfill",Effective,51.67587476424176,-3.9314646841908014,Waste
Rhyl Recycling Park,Rhyl,Denbighshire,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,53.31006018081115,-3.497024355904645,Waste
Tir John Landfill ( Closed Site),Swansea,,Bespoke,A02: Other Landfill Site taking Hazardous Waste,Effective,51.62461455678134,-3.89750199130152,Waste
Seiont Mill Brickworks and Quarry,Caernarfon,Gwynedd,Bespoke,A25: Deposit of waste to land as a recovery operation,Effective,53.12979600344834,-4.256121941579823,Waste
Linton Yard,Llanelli,,Bespoke,"A11: Household, commercial and industrial waste transfer Stn",Effective,51.666369669899375,-4.098098307826257,Waste
Treforest Transfer Station,Pontypridd,R C T,Bespoke,"A11: Household, commercial and industrial waste transfer Stn",Effective,51.56635515903392,-3.2838738121803694,Waste
National Grid Electricity Distribution Chruch Village,Pontypridd,,Standard,S1215: SR2012 No15: Storage of electrical insulating oils,Effective,51.5598445529049,-3.3187741921004097,Waste
Cwm Nant-yr-odyn,Blackwood,Caerphilly,Bespoke,A19a: ELV Facility <2500 tonnes per year,Effective,51.650892736818655,-3.177851201099632,Waste
Seawall Waste Transfer Station,Cardiff,Cardiff,Standard,S0803: SR2008 No3 : HCI Waste TS + treatment,Effective,51.48029772342045,-3.1417687438627837,Waste
Green Skips Environmental Ltd,Gaerwen,Ynys Mon,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,53.21827488321618,-4.283494873057895,Waste
Ty'n Y Coed,Penrhyndeudraeth,Gwynedd,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,52.92143900900787,-4.100151502493084,Waste
Brindley Road,Cardiff,Glamorgan,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.45882413912266,-3.200362667650746,Waste
SL Recycling Ltd,Pontypool,Torfaen,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,51.68261406313282,-3.0121140160691144,Waste
TD Tyre Recycling Ltd,Carmarthen,,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.84505364314549,-4.337231171879439,Waste
Llantrisant Recycling,Pontyclun,,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.55732444067384,-3.3837731973546443,Waste
Treherbert Community Recycling Centre,Treorchy,Rhondda Cynon Taff,Bespoke,A13a: Household waste amenity site taking hazardous waste,Effective,51.670755553556255,-3.5316533633631106,Waste
Colin Richardson Recycling Centre,Newport,Gwent,Standard,S0811: SR2008 No11 : Inert & excavation Waste TS + treatment,Effective,51.62467101698355,-2.9620393925205093,Waste
Caergylchu Waste Management Facility,Caernarfon,Gwynedd,Bespoke,A15: Material Recycling Treatment Facility,Effective,53.14107862200739,-4.243331050389655,Waste
Swansea Baling Plant,Swansea,,Bespoke,"A11: Household, commercial and industrial waste transfer Stn",Effective,51.65815123493586,-3.919925014244213,Waste
Abba Scrap,Merthyr Tydfil,Glamorgan,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,51.770531565831476,-3.3361831221233227,Waste
East Moors Waste Transfer Station,Cardiff,Cardiff,Bespoke,"A11: Household, commercial and industrial waste transfer Stn",Effective,51.47465378185569,-3.1588775729714005,Waste
ReCover Blaenavon Ltd,Blaenavon,Torfaen,Bespoke,A16: Physical Treatment Facility,Effective,51.778769889645645,-3.096163262814347,Waste
Land Adjacent to Ty Newydd,Llanelli,,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.7846790460267,-4.063858178853867,Waste
Daniel Lee Vaughan T/A K Vaughan Metals,Llanidloes,Powys,Bespoke,A20: Metal Recycling Site (mixed MRS's),Effective,52.43199376112667,-3.544118433789488,Waste
Gwynedd Council,Dolgellau,Gwynedd,Bespoke,A13: Household Waste Amenity Site,Effective,52.74646434304992,-3.8777350350104003,Waste
Vale of Glamorgan Resource Recovery Facility,Barry,Vale of Glamorgan,Bespoke,A09: Hazardous waste transfer station,Effective,51.3978719456124,-3.2464184617191676,Waste
Glan Yr Afon Waste Transfer Station,Aberystwyth,Ceredigion,Bespoke,"A11: Household, commercial and industrial waste transfer Stn",Effective,52.40133884490716,-4.047895901685824,Waste
W D A - Formerly Erie Electronic 1,Wrexham,Clwyd,Bespoke,A02: Other Landfill Site taking Hazardous Waste,Effective,53.04205276626393,-2.9174289721070186,Waste
Bryn Lane Composting Facility,Wrexham,Clwyd,Bespoke,A15: Material Recycling Treatment Facility,Effective,53.05032801162705,-2.9179478804976204,Waste
Cox Skip And Waste Management Ltd,Pyle,Bridgend,Standard,S0801: SR2008 No1 : HCI Waste Transfer Station,Effective,51.5241599543676,-3.6837081149941766,Waste
Longships Road,Cardiff,S Glamorgan,Bespoke,A14: Transfer Station taking Non-Biodegradable Wastes,Effective,51.45965842892306,-3.1475869136945476,Waste
Brookhill Transfer Station,Buckley,Flintshire,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,53.18305357249869,-3.0809591474766895,Waste
Old Crown Works,Neath,Neath Port Talb,Bespoke,A19: Metal Recycling Site (Vehicle Dismantler),Effective,51.65424328527059,-3.8376597335250393,Waste
Taybrite Works,Bynea,Llanelli,Bespoke,"SR: Household, Commercial & Industrial Waste Transfer Stn",Effective,51.66566755761175,-4.095115842440016,Waste
